# load the base data ../data/movielens/movielens_base.fvecs, 
# load the queries ../data/movielens/movielens_query.fvecs, 
# load the ground truth ../data/movielens/1_movielens_product_groundtruth.ivecs
# ranking metric product
# Subspace PQ, M: 2, Ks : 256, code_dtype: <class 'numpy.uint8'>
#    Training the subspace: 0 / 2, 0 -> 75
#    Training the subspace: 1 / 2, 75 -> 150
# layer: 0,  residual average norm : 0.47656962275505066 max norm: 1.6337616443634033 min norm: 0.12639953196048737
# compress items
# sorting items
# searching!
expected items, overall time, avg recall, avg precision, avg error, avg items
1, 0, 0.017, 0.017, 0, 1
2, 0, 0.029, 0.0145, 0, 2
4, 0, 0.052, 0.013, 0, 4
8, 0, 0.097, 0.012125, 0, 8
16, 0, 0.167, 0.0104375, 0, 16
32, 0, 0.233, 0.00728125, 0, 32
64, 0, 0.353, 0.005515625, 0, 64
128, 0, 0.529, 0.0041328125, 0, 128
256, 0, 0.692, 0.002703125, 0, 256
512, 0, 0.838, 0.00163671875, 0, 512
1024, 0, 0.904, 0.0008828125, 0, 1024
2048, 0, 0.945, 0.00046142578125, 0, 2048
4096, 0, 0.971, 0.000237060546875, 0, 4096
8192, 0, 1.0, 0.0001220703125, 0, 8192
16384, 0, 1.0, 9.365926758452749e-05, 0, 10677
