# load the base data ../data/yahoomusic/yahoomusic_base.fvecs, 
# load the queries ../data/yahoomusic/yahoomusic_query.fvecs, 
# load the ground truth ../data/yahoomusic/1_yahoomusic_product_groundtruth.ivecs
# ranking metric product
# NormPQ, percentiles: 256, quantize: Subspace PQ, M: 3, Ks : 256, code_dtype: <class 'numpy.uint8'>
#    Training the subspace: 0 / 3, 0 -> 100
#    Training the subspace: 1 / 3, 100 -> 200
#    Training the subspace: 2 / 3, 200 -> 300
# layer: 0,  residual average norm : 0.31345710158348083 max norm: 0.7723668217658997 min norm: 0.09679523855447769
# compress items
# sorting items
# searching!
expected items, overall time, avg recall, avg precision, avg error, avg items
1, 0, 0.127, 0.127, 0, 1
2, 0, 0.194, 0.097, 0, 2
4, 0, 0.295, 0.07375, 0, 4
8, 0, 0.431, 0.053875, 0, 8
16, 0, 0.577, 0.0360625, 0, 16
32, 0, 0.719, 0.02246875, 0, 32
64, 0, 0.848, 0.01325, 0, 64
128, 0, 0.929, 0.0072578125, 0, 128
256, 0, 0.966, 0.0037734375, 0, 256
512, 0, 0.983, 0.001919921875, 0, 512
1024, 0, 0.997, 0.0009736328125, 0, 1024
2048, 0, 0.999, 0.00048779296875, 0, 2048
4096, 0, 1.0, 0.000244140625, 0, 4096
8192, 0, 1.0, 0.0001220703125, 0, 8192
16384, 0, 1.0, 6.103515625e-05, 0, 16384
32768, 0, 1.0, 3.0517578125e-05, 0, 32768
65536, 0, 1.0, 1.52587890625e-05, 0, 65536
131072, 0, 1.0, 7.62939453125e-06, 0, 131072
262144, 0, 1.0, 7.313362976831266e-06, 0, 136736
