# load the base data ../data/netflix/netflix_base.fvecs, 
# load the queries ../data/netflix/netflix_query.fvecs, 
# load the ground truth ../data/netflix/1_netflix_product_groundtruth.ivecs
# ranking metric product
# NormPQ, percentiles: 256, quantize: AQ, M: 1, Ks : 256, code_dtype: <class 'numpy.int32'>
# compress items
# Mean AQ quantization error: 0.060603
# sorting items
# searching!
expected items, overall time, avg recall, avg precision, avg error, avg items
1, 0, 0.13, 0.13, 0, 1
2, 0, 0.175, 0.0875, 0, 2
4, 0, 0.304, 0.076, 0, 4
8, 0, 0.501, 0.062625, 0, 8
16, 0, 0.655, 0.0409375, 0, 16
32, 0, 0.813, 0.02540625, 0, 32
64, 0, 0.916, 0.0143125, 0, 64
128, 0, 0.983, 0.0076796875, 0, 128
256, 0, 0.998, 0.0038984375, 0, 256
512, 0, 0.998, 0.00194921875, 0, 512
1024, 0, 0.999, 0.0009755859375, 0, 1024
2048, 0, 1.0, 0.00048828125, 0, 2048
4096, 0, 1.0, 0.000244140625, 0, 4096
8192, 0, 1.0, 0.0001220703125, 0, 8192
16384, 0, 1.0, 6.103515625e-05, 0, 16384
32768, 0, 1.0, 5.627462014631401e-05, 0, 17770
