# load the base data ../data/netflix/netflix_base.fvecs, 
# load the queries ../data/netflix/netflix_query.fvecs, 
# load the ground truth ../data/netflix/50_netflix_product_groundtruth.ivecs
# ranking metric product
# AQ, M: 4, Ks : 256, code_dtype: <class 'numpy.int32'>
# compress items
# Mean AQ quantization error: 0.038235
# sorting items
# searching!
expected items, overall time, avg recall, avg precision, avg error, avg items
1, 0, 0.01968, 0.984, 0, 1
2, 0, 0.03938, 0.9844999999999999, 0, 2
4, 0, 0.07728, 0.966, 0, 4
8, 0, 0.14884, 0.93025, 0, 8
16, 0, 0.278, 0.8687500000000001, 0, 16
32, 0, 0.48834000000000005, 0.76303125, 0, 32
64, 0, 0.73324, 0.57284375, 0, 64
128, 0, 0.9118, 0.356171875, 0, 128
256, 0, 0.9779000000000001, 0.19099609375, 0, 256
512, 0, 0.9937999999999999, 0.09705078125, 0, 512
1024, 0, 0.99834, 0.0487470703125, 0, 1024
2048, 0, 0.99982, 0.02440966796875, 0, 2048
4096, 0, 1.0, 0.01220703125, 0, 4096
8192, 0, 1.0, 0.006103515625, 0, 8192
16384, 0, 1.0, 0.0030517578125, 0, 16384
32768, 0, 1.0, 0.0028137310073157004, 0, 17770
