# load the base data ../data/yahoomusic/yahoomusic_base.fvecs, 
# load the queries ../data/yahoomusic/yahoomusic_query.fvecs, 
# load the ground truth ../data/yahoomusic/50_yahoomusic_product_groundtruth.ivecs
# ranking metric product
# Subspace PQ, M: 4, Ks : 256, code_dtype: <class 'numpy.uint8'>
#    Training the subspace: 0 / 4, 0 -> 75
#    Training the subspace: 1 / 4, 75 -> 150
#    Training the subspace: 2 / 4, 150 -> 225
#    Training the subspace: 3 / 4, 225 -> 300
# layer: 0,  residual average norm : 0.6317339539527893 max norm: 1.8077061176300049 min norm: 0.1368686854839325
# compress items
# sorting items
# searching!
expected items, overall time, avg recall, avg precision, avg error, avg items
1, 0, 0.0041199999999999995, 0.206, 0, 1
2, 0, 0.0074399999999999996, 0.186, 0, 2
4, 0, 0.014539999999999999, 0.18175, 0, 4
8, 0, 0.02818, 0.176125, 0, 8
16, 0, 0.0537, 0.1678125, 0, 16
32, 0, 0.09884, 0.1544375, 0, 32
64, 0, 0.16974, 0.132609375, 0, 64
128, 0, 0.27776, 0.1085, 0, 128
256, 0, 0.43664000000000003, 0.08528125, 0, 256
512, 0, 0.6221, 0.060751953125, 0, 512
1024, 0, 0.7934, 0.038740234375, 0, 1024
2048, 0, 0.91092, 0.0222392578125, 0, 2048
4096, 0, 0.9730599999999999, 0.011878173828125, 0, 4096
8192, 0, 0.9945999999999999, 0.006070556640625, 0, 8192
16384, 0, 0.9995999999999999, 0.003050537109375, 0, 16384
32768, 0, 1.0, 0.00152587890625, 0, 32768
65536, 0, 1.0, 0.000762939453125, 0, 65536
131072, 0, 1.0, 0.0003814697265625, 0, 131072
262144, 0, 1.0, 0.0003656681488415633, 0, 136736
